h3_index,classification
82782ffffffffff,ocean
82528ffffffffff,land
82725ffffffffff,ocean
82f347fffffffff,ocean
821c07fffffffff,ocean
827527fffffffff,land
820757fffffffff,coast
820f37fffffffff,coast
82806ffffffffff,coast
82f1affffffffff,land
82a067fffffffff,ocean
8226cffffffffff,land
82a1b7fffffffff,ocean
82dac7fffffffff,ocean
829817fffffffff,ocean
824707fffffffff,ocean
82970ffffffffff,land
827aaffffffffff,coast
82bd37fffffffff,ocean
820c87fffffffff,ocean
820917fffffffff,ocean
82f10ffffffffff,land
821c2ffffffffff,ocean
82dd6ffffffffff,ocean
828daffffffffff,coast
82bd4ffffffffff,ocean
82ddaffffffffff,ocean
82365ffffffffff,ocean
82d447fffffffff,ocean
82b8f7fffffffff,land
82334ffffffffff,ocean
82f127fffffffff,land
8228f7fffffffff,coast
82bf57fffffffff,ocean
82c677fffffffff,ocean
823217fffffffff,ocean
826c57fffffffff,ocean
82dc57fffffffff,ocean
820c07fffffffff,coast
8200d7fffffffff,coast
82e727fffffffff,land
82b1b7fffffffff,ocean
82c307fffffffff,coast
828c17fffffffff,coast
82d8d7fffffffff,ocean
824657fffffffff,ocean
829187fffffffff,ocean
820ccffffffffff,coast
82154ffffffffff,land
826b37fffffffff,land
825817fffffffff,land
825cb7fffffffff,ocean
826a77fffffffff,land
82c59ffffffffff,ocean
825e67fffffffff,coast
823a97fffffffff,ocean
82b42ffffffffff,ocean
82d38ffffffffff,ocean
82290ffffffffff,ocean
82da97fffffffff,coast
82cd0ffffffffff,ocean
82ba5ffffffffff,ocean
826137fffffffff,ocean
820e87fffffffff,coast
82aa8ffffffffff,ocean
82dc47fffffffff,ocean
82b72ffffffffff,ocean
8276affffffffff,ocean
825b67fffffffff,ocean
827f27fffffffff,ocean
82a69ffffffffff,ocean
82a867fffffffff,land
82a5a7fffffffff,ocean
828a97fffffffff,land
826d57fffffffff,ocean
821ab7fffffffff,coast
828acffffffffff,land
8256effffffffff,ocean
827867fffffffff,ocean
822737fffffffff,land
823f07fffffffff,ocean
82c917fffffffff,ocean
824787fffffffff,ocean
82a40ffffffffff,ocean
829c0ffffffffff,coast
82b9a7fffffffff,coast
82cc67fffffffff,ocean
8270d7fffffffff,ocean
829767fffffffff,land
82d69ffffffffff,ocean
825127fffffffff,ocean
82a4e7fffffffff,ocean
82968ffffffffff,land
8299b7fffffffff,ocean
82e617fffffffff,ocean
82e037fffffffff,ocean
82b637fffffffff,ocean
824297fffffffff,ocean
828a37fffffffff,land
82828ffffffffff,land
828e8ffffffffff,ocean
82d007fffffffff,ocean
82e327fffffffff,ocean
829327fffffffff,ocean
82e057fffffffff,ocean
82e597fffffffff,ocean
82cba7fffffffff,ocean
82f177fffffffff,land
82c01ffffffffff,ocean
828907fffffffff,ocean
82b61ffffffffff,ocean
826907fffffffff,ocean
8220c7fffffffff,land
82219ffffffffff,land
8208a7fffffffff,land
827b57fffffffff,ocean
8254affffffffff,coast
82d557fffffffff,ocean
82badffffffffff,coast
82dd0ffffffffff,ocean
825c1ffffffffff,ocean
828387fffffffff,land
826797fffffffff,coast
820a27fffffffff,land
82e337fffffffff,ocean
824b07fffffffff,ocean
82a827fffffffff,land
82b81ffffffffff,land
820aaffffffffff,land
82a39ffffffffff,coast
8208b7fffffffff,coast
827257fffffffff,ocean
82c227fffffffff,coast
82d19ffffffffff,ocean
82ceaffffffffff,coast
8212cffffffffff,land
825637fffffffff,ocean
82da07fffffffff,ocean
827d77fffffffff,ocean
829e37fffffffff,coast
825edffffffffff,ocean
82e65ffffffffff,ocean
82c6c7fffffffff,ocean
826417fffffffff,coast
822417fffffffff,land
827187fffffffff,ocean
82cc6ffffffffff,coast
82dec7fffffffff,ocean
822a27fffffffff,ocean
823a8ffffffffff,ocean
82c96ffffffffff,ocean
82432ffffffffff,land
824637fffffffff,ocean
82af17fffffffff,ocean
823797fffffffff,ocean
82b91ffffffffff,coast
8232dffffffffff,ocean
820e6ffffffffff,land
827987fffffffff,ocean
8284f7fffffffff,ocean
829a07fffffffff,coast
820d4ffffffffff,land
82529ffffffffff,land
82605ffffffffff,ocean
821547fffffffff,land
821227fffffffff,land
826657fffffffff,land
8202dffffffffff,coast
827e97fffffffff,coast
822f87fffffffff,ocean
82ada7fffffffff,land
82a0d7fffffffff,ocean
825f67fffffffff,land
826eeffffffffff,ocean
8298effffffffff,ocean
82df27fffffffff,ocean
822367fffffffff,ocean
829617fffffffff,land
82474ffffffffff,ocean
8204cffffffffff,coast
824577fffffffff,coast
82dd2ffffffffff,ocean
827c5ffffffffff,ocean
82b25ffffffffff,land
82b3b7fffffffff,ocean
82b6d7fffffffff,ocean
82cf67fffffffff,ocean
82a84ffffffffff,land
828507fffffffff,ocean
82205ffffffffff,land
82eb27fffffffff,ocean
826ae7fffffffff,land
829917fffffffff,ocean
825407fffffffff,land
82eb87fffffffff,ocean
82eb67fffffffff,ocean
823487fffffffff,ocean
8228e7fffffffff,ocean
82bf8ffffffffff,ocean
82e0c7fffffffff,ocean
8291b7fffffffff,ocean
82b02ffffffffff,ocean
82b8dffffffffff,land
824307fffffffff,land
825057fffffffff,ocean
827647fffffffff,ocean
823897fffffffff,land
821b5ffffffffff,ocean
82d327fffffffff,ocean
82d317fffffffff,ocean
82b09ffffffffff,ocean
82d50ffffffffff,ocean
823bb7fffffffff,ocean
823307fffffffff,ocean
820047fffffffff,ocean
8218e7fffffffff,ocean
822657fffffffff,land
82af27fffffffff,ocean
825f5ffffffffff,coast
8225a7fffffffff,land
82216ffffffffff,land
825b0ffffffffff,ocean
82835ffffffffff,ocean
82a7b7fffffffff,land
82466ffffffffff,ocean
829147fffffffff,ocean
82db57fffffffff,ocean
8256c7fffffffff,ocean
82008ffffffffff,coast
829457fffffffff,coast
8243affffffffff,coast
826ed7fffffffff,ocean
823edffffffffff,land
828327fffffffff,coast
821f97fffffffff,land
82b4b7fffffffff,ocean
82ec87fffffffff,ocean
82f31ffffffffff,coast
827357fffffffff,ocean
82582ffffffffff,land
82ee87fffffffff,coast
82825ffffffffff,ocean
821107fffffffff,coast
826887fffffffff,land
82ed0ffffffffff,coast
826f97fffffffff,ocean
822e4ffffffffff,ocean
828b97fffffffff,land
82d36ffffffffff,ocean
8258d7fffffffff,land
8236a7fffffffff,ocean
82a8cffffffffff,land
82e78ffffffffff,ocean
825477fffffffff,land
821677fffffffff,ocean
820caffffffffff,coast
82105ffffffffff,land
82ad07fffffffff,ocean
8245a7fffffffff,ocean
82776ffffffffff,ocean
82158ffffffffff,land
82ad17fffffffff,coast
821e4ffffffffff,coast
82d997fffffffff,ocean
827e1ffffffffff,ocean
82918ffffffffff,ocean
82929ffffffffff,ocean
82b537fffffffff,ocean
824ae7fffffffff,ocean
82e157fffffffff,ocean
827a9ffffffffff,land
82da17fffffffff,ocean
824b5ffffffffff,ocean
82bab7fffffffff,ocean
821847fffffffff,coast
829097fffffffff,ocean
822347fffffffff,ocean
82a21ffffffffff,ocean
821747fffffffff,coast
826c9ffffffffff,ocean
823837fffffffff,coast
822007fffffffff,land
82919ffffffffff,ocean
826a9ffffffffff,land
82794ffffffffff,ocean
82dcdffffffffff,ocean
828b8ffffffffff,land
820d6ffffffffff,land
82cd37fffffffff,ocean
82c497fffffffff,ocean
820a8ffffffffff,land
829517fffffffff,coast
8260c7fffffffff,ocean
82a8dffffffffff,land
821a07fffffffff,ocean
8223b7fffffffff,ocean
82d49ffffffffff,ocean
824597fffffffff,coast
829d8ffffffffff,ocean
82291ffffffffff,coast
821caffffffffff,ocean
82b49ffffffffff,ocean
8255affffffffff,coast
826c07fffffffff,ocean
82b527fffffffff,ocean
8210dffffffffff,land
820ec7fffffffff,coast
82d7a7fffffffff,ocean
82b11ffffffffff,ocean
829227fffffffff,ocean
82ae87fffffffff,ocean
82950ffffffffff,coast
82b357fffffffff,land
827cc7fffffffff,ocean
82d86ffffffffff,ocean
826d8ffffffffff,ocean
824267fffffffff,land
823567fffffffff,ocean
82662ffffffffff,coast
8285a7fffffffff,ocean
825d67fffffffff,ocean
829b57fffffffff,ocean
823c2ffffffffff,land
82462ffffffffff,ocean
820357fffffffff,coast
824327fffffffff,land
82a04ffffffffff,ocean
826c4ffffffffff,ocean
82c607fffffffff,ocean
827327fffffffff,ocean
82864ffffffffff,ocean
82ab27fffffffff,ocean
827f77fffffffff,ocean
82f08ffffffffff,coast
82d92ffffffffff,ocean
82e457fffffffff,ocean
820f57fffffffff,coast
82e937fffffffff,ocean
82e90ffffffffff,ocean
826ea7fffffffff,ocean
820577fffffffff,ocean
822087fffffffff,land
82a727fffffffff,coast
82554ffffffffff,land
82572ffffffffff,ocean
824d77fffffffff,ocean
828ed7fffffffff,ocean
82d8effffffffff,ocean
82b39ffffffffff,ocean
822f67fffffffff,ocean
820227fffffffff,coast
82c0affffffffff,ocean
82810ffffffffff,land
821b77fffffffff,ocean
82e66ffffffffff,ocean
82ce8ffffffffff,coast
825577fffffffff,land
82d947fffffffff,ocean
82651ffffffffff,coast
8296cffffffffff,land
8298affffffffff,ocean
8258f7fffffffff,land
8297a7fffffffff,coast
82cb67fffffffff,ocean
8260f7fffffffff,coast
82d717fffffffff,ocean
828227fffffffff,ocean
82ab57fffffffff,ocean
82b14ffffffffff,ocean
827d6ffffffffff,ocean
82a49ffffffffff,ocean
826377fffffffff,ocean
82845ffffffffff,ocean
823f8ffffffffff,land
820e37fffffffff,coast
82b817fffffffff,land
825b17fffffffff,ocean
822067fffffffff,land
82ee97fffffffff,coast
821857fffffffff,ocean
8279b7fffffffff,ocean
821e6ffffffffff,land
829927fffffffff,ocean
822687fffffffff,land
824a87fffffffff,ocean
82329ffffffffff,ocean
82c8c7fffffffff,ocean
82b79ffffffffff,ocean
82944ffffffffff,coast
82bd6ffffffffff,ocean
82a2d7fffffffff,ocean
826b6ffffffffff,land
824607fffffffff,ocean
827a77fffffffff,coast
82f397fffffffff,coast
8210a7fffffffff,land
821407fffffffff,land
82e10ffffffffff,ocean
82648ffffffffff,coast
82812ffffffffff,land
8258a7fffffffff,land
826087fffffffff,land
823a47fffffffff,ocean
82aed7fffffffff,ocean
823a27fffffffff,ocean
827d97fffffffff,ocean
82a2e7fffffffff,ocean
821c87fffffffff,ocean
8202c7fffffffff,coast
828887fffffffff,ocean
82246ffffffffff,land
824c2ffffffffff,ocean
82ee57fffffffff,ocean
82bb97fffffffff,ocean
82b6dffffffffff,ocean
821237fffffffff,land
82428ffffffffff,ocean
82ec47fffffffff,land
827c2ffffffffff,ocean
82def7fffffffff,ocean
82124ffffffffff,land
8223affffffffff,ocean
829787fffffffff,land
822d47fffffffff,coast
822877fffffffff,ocean
822d67fffffffff,coast
82575ffffffffff,ocean
8221b7fffffffff,land
8214effffffffff,coast
82a267fffffffff,ocean
826427fffffffff,coast
82aba7fffffffff,ocean
826f87fffffffff,ocean
82d40ffffffffff,ocean
829c27fffffffff,coast
8263b7fffffffff,coast
82380ffffffffff,land
827607fffffffff,ocean
824a07fffffffff,ocean
82936ffffffffff,ocean
82cc27fffffffff,ocean
829877fffffffff,ocean
82acd7fffffffff,coast
82795ffffffffff,ocean
828e6ffffffffff,coast
821f0ffffffffff,coast
82d98ffffffffff,ocean
82961ffffffffff,land
82836ffffffffff,ocean
8265b7fffffffff,coast
82ed17fffffffff,ocean
82b1a7fffffffff,ocean
8202e7fffffffff,coast
828e77fffffffff,coast
823397fffffffff,ocean
829d1ffffffffff,ocean
82310ffffffffff,land
82baa7fffffffff,ocean
82b45ffffffffff,ocean
82f297fffffffff,land
822d0ffffffffff,coast
82e447fffffffff,ocean
820fa7fffffffff,coast
8202affffffffff,coast
82258ffffffffff,land
82caaffffffffff,ocean
82340ffffffffff,ocean
82420ffffffffff,coast
827347fffffffff,ocean
82f35ffffffffff,coast
82682ffffffffff,coast
82eeeffffffffff,ocean
822a1ffffffffff,ocean
82d28ffffffffff,ocean
82755ffffffffff,ocean
824d8ffffffffff,ocean
828ce7fffffffff,coast
825747fffffffff,ocean
827caffffffffff,ocean
820ee7fffffffff,coast
82168ffffffffff,ocean
82eb57fffffffff,ocean
828557fffffffff,ocean
82b627fffffffff,ocean
826197fffffffff,coast
820187fffffffff,coast
82c71ffffffffff,ocean
826d77fffffffff,coast
821727fffffffff,land
8261b7fffffffff,ocean
829ad7fffffffff,ocean
8288affffffffff,ocean
82a8f7fffffffff,land
82a6e7fffffffff,ocean
82de4ffffffffff,ocean
82e8f7fffffffff,ocean
829fa7fffffffff,ocean
82a12ffffffffff,ocean
82506ffffffffff,ocean
82da9ffffffffff,coast
822a8ffffffffff,land
82c697fffffffff,ocean
829f97fffffffff,ocean
82066ffffffffff,ocean
820177fffffffff,ocean
821a17fffffffff,ocean
82d0a7fffffffff,ocean
826e2ffffffffff,ocean
8254e7fffffffff,land
82ad6ffffffffff,ocean
825297fffffffff,land
82ef37fffffffff,land
82b287fffffffff,ocean
82df07fffffffff,coast
823b37fffffffff,ocean
82c817fffffffff,ocean
82a9b7fffffffff,ocean
82c6a7fffffffff,ocean
82d99ffffffffff,ocean
82042ffffffffff,ocean
8274cffffffffff,ocean
823317fffffffff,ocean
82c2affffffffff,ocean
823977fffffffff,coast
82e49ffffffffff,ocean
8296c7fffffffff,land
82c92ffffffffff,ocean
8260e7fffffffff,ocean
828997fffffffff,ocean
821f17fffffffff,coast
82229ffffffffff,ocean
82ce27fffffffff,ocean
827227fffffffff,ocean
823847fffffffff,coast
82228ffffffffff,ocean
82760ffffffffff,ocean
829c57fffffffff,ocean
82e14ffffffffff,ocean
82b32ffffffffff,land
825c17fffffffff,ocean
82ee17fffffffff,coast
82ca97fffffffff,ocean
823d97fffffffff,land
824987fffffffff,land
827b6ffffffffff,coast
82d8a7fffffffff,ocean
827497fffffffff,ocean
826407fffffffff,ocean
82c51ffffffffff,ocean
82cb5ffffffffff,ocean
829a27fffffffff,ocean
82e24ffffffffff,ocean
820157fffffffff,coast
825e27fffffffff,ocean
828917fffffffff,ocean
827217fffffffff,ocean
82ed5ffffffffff,coast
82e46ffffffffff,coast
824247fffffffff,land
822157fffffffff,land
829a5ffffffffff,coast
824837fffffffff,coast
829e9ffffffffff,ocean
82e8cffffffffff,ocean
82cc57fffffffff,ocean
8216cffffffffff,ocean
821f57fffffffff,land
822c77fffffffff,coast
823557fffffffff,ocean
82dc1ffffffffff,ocean
828e57fffffffff,ocean
820ce7fffffffff,coast
82c927fffffffff,ocean
82d31ffffffffff,ocean
822c4ffffffffff,coast
82704ffffffffff,ocean
82ab17fffffffff,ocean
82570ffffffffff,ocean
826b87fffffffff,land
820ac7fffffffff,land
82b90ffffffffff,ocean
82796ffffffffff,ocean
82aadffffffffff,ocean
8228dffffffffff,coast
82265ffffffffff,land
8288cffffffffff,coast
82505ffffffffff,ocean
82d01ffffffffff,ocean
82d357fffffffff,ocean
82e717fffffffff,ocean
82b2dffffffffff,coast
820daffffffffff,coast
82a147fffffffff,ocean
82e7a7fffffffff,ocean
8254b7fffffffff,coast
825857fffffffff,land
829f8ffffffffff,ocean
821717fffffffff,coast
82b927fffffffff,ocean
82700ffffffffff,ocean
8220b7fffffffff,land
820827fffffffff,ocean
821937fffffffff,ocean
828c27fffffffff,ocean
821d1ffffffffff,ocean
825c97fffffffff,ocean
82aec7fffffffff,ocean
8238affffffffff,land
82a6b7fffffffff,ocean
82649ffffffffff,land
82211ffffffffff,land
822e1ffffffffff,coast
82460ffffffffff,ocean
8224affffffffff,land
82118ffffffffff,land
826a37fffffffff,land
8214dffffffffff,coast
82b077fffffffff,ocean
826627fffffffff,coast
823acffffffffff,ocean
82222ffffffffff,ocean
82e287fffffffff,ocean
82a6a7fffffffff,coast
8278dffffffffff,ocean
82b8effffffffff,land
82ec07fffffffff,coast
82680ffffffffff,ocean
828967fffffffff,ocean
82d02ffffffffff,ocean
82c397fffffffff,ocean
826567fffffffff,ocean
823027fffffffff,coast
82358ffffffffff,ocean
828d27fffffffff,ocean
820427fffffffff,coast
826507fffffffff,coast
82deb7fffffffff,ocean
824877fffffffff,coast
82586ffffffffff,land
8281affffffffff,land
825ac7fffffffff,ocean
82954ffffffffff,coast
8289b7fffffffff,ocean
827067fffffffff,ocean
82ea8ffffffffff,coast
82878ffffffffff,ocean
827197fffffffff,coast
82b59ffffffffff,ocean
82484ffffffffff,coast
82ad8ffffffffff,coast
824ecffffffffff,ocean
82ccd7fffffffff,ocean
8292dffffffffff,ocean
82ae37fffffffff,ocean
828b67fffffffff,land
82b85ffffffffff,land
82d217fffffffff,ocean
82aacffffffffff,ocean
827127fffffffff,ocean
8236cffffffffff,ocean
82774ffffffffff,ocean
82881ffffffffff,ocean
82a81ffffffffff,land
820367fffffffff,coast
8288a7fffffffff,ocean
82b297fffffffff,ocean
828f87fffffffff,ocean
828e0ffffffffff,ocean
8278c7fffffffff,ocean
82325ffffffffff,ocean
82f39ffffffffff,coast
8262f7fffffffff,ocean
821f77fffffffff,coast
822b27fffffffff,coast
8246dffffffffff,ocean
8251affffffffff,ocean
824b6ffffffffff,coast
8272dffffffffff,coast
826e77fffffffff,ocean
823157fffffffff,land
8216effffffffff,ocean
821397fffffffff,coast
826347fffffffff,ocean
82f307fffffffff,ocean
829407fffffffff,coast
824c9ffffffffff,coast
82bad7fffffffff,ocean
82322ffffffffff,ocean
828307fffffffff,coast
82430ffffffffff,land
82189ffffffffff,ocean
82c10ffffffffff,ocean
82c197fffffffff,ocean
820487fffffffff,land
82b797fffffffff,ocean
82ce47fffffffff,ocean
8287affffffffff,ocean
82730ffffffffff,ocean
82ce9ffffffffff,land
825387fffffffff,coast
82eea7fffffffff,coast
826837fffffffff,ocean
820d8ffffffffff,coast
82959ffffffffff,ocean
825707fffffffff,ocean
82c91ffffffffff,ocean
827ed7fffffffff,ocean
823d27fffffffff,land
82136ffffffffff,land
82e6d7fffffffff,ocean
82cc4ffffffffff,ocean
8262b7fffffffff,ocean
827957fffffffff,ocean
8272affffffffff,coast
826737fffffffff,coast
8294e7fffffffff,coast
824377fffffffff,land
825f07fffffffff,land
82728ffffffffff,coast
827a4ffffffffff,land
824407fffffffff,ocean
82b6affffffffff,ocean
828a1ffffffffff,land
82b337fffffffff,coast
82b29ffffffffff,ocean
82ec0ffffffffff,land
82a6cffffffffff,ocean
823887fffffffff,land
82c49ffffffffff,ocean
827097fffffffff,ocean
82c89ffffffffff,ocean
825897fffffffff,coast
82789ffffffffff,ocean
825267fffffffff,land
821ae7fffffffff,ocean
821aaffffffffff,ocean
82c837fffffffff,ocean
82259ffffffffff,land
82cceffffffffff,ocean
82278ffffffffff,land
829b47fffffffff,coast
82b0b7fffffffff,ocean
822c2ffffffffff,land
82e067fffffffff,ocean
8221a7fffffffff,land
8244d7fffffffff,coast
823d67fffffffff,land
822147fffffffff,land
82d877fffffffff,ocean
82885ffffffffff,ocean
822187fffffffff,land
82edb7fffffffff,ocean
829427fffffffff,coast
82875ffffffffff,ocean
821837fffffffff,ocean
8240cffffffffff,land
82c757fffffffff,ocean
823cc7fffffffff,coast
82d0d7fffffffff,ocean
82245ffffffffff,land
82230ffffffffff,ocean
82cb77fffffffff,ocean
820a6ffffffffff,coast
829717fffffffff,coast
82a18ffffffffff,ocean
829b77fffffffff,ocean
82375ffffffffff,ocean
82735ffffffffff,ocean
82b097fffffffff,ocean
82058ffffffffff,coast
82552ffffffffff,land
8259b7fffffffff,land
82268ffffffffff,land
82d207fffffffff,ocean
821db7fffffffff,ocean
82a877fffffffff,land
82f26ffffffffff,ocean
82336ffffffffff,ocean
828b4ffffffffff,land
82408ffffffffff,land
827007fffffffff,ocean
826487fffffffff,coast
828517fffffffff,ocean
82c977fffffffff,ocean
826a67fffffffff,land
829c47fffffffff,coast
825a97fffffffff,coast
82678ffffffffff,coast
82330ffffffffff,ocean
82c99ffffffffff,coast
826b0ffffffffff,land
827f47fffffffff,ocean
82839ffffffffff,land
826057fffffffff,ocean
82cbb7fffffffff,ocean
82541ffffffffff,land
82ed57fffffffff,coast
82e967fffffffff,ocean
82dedffffffffff,ocean
82185ffffffffff,coast
82cb07fffffffff,ocean
82f2cffffffffff,land
82ded7fffffffff,ocean
8210c7fffffffff,land
82734ffffffffff,ocean
827d5ffffffffff,ocean
823b8ffffffffff,ocean
82019ffffffffff,coast
824eb7fffffffff,ocean
824007fffffffff,land
8242a7fffffffff,ocean
825107fffffffff,ocean
82a3a7fffffffff,coast
82638ffffffffff,ocean
828807fffffffff,ocean
825757fffffffff,ocean
8219a7fffffffff,ocean
8284effffffffff,ocean
824e6ffffffffff,ocean
82d0f7fffffffff,ocean
827b77fffffffff,ocean
82b747fffffffff,ocean
826a97fffffffff,land
82b6e7fffffffff,ocean
826c6ffffffffff,ocean
82cb6ffffffffff,ocean
820677fffffffff,ocean
826617fffffffff,coast
82922ffffffffff,ocean
820397fffffffff,ocean
8208effffffffff,coast
825aeffffffffff,ocean
82ec4ffffffffff,land
82659ffffffffff,land
82362ffffffffff,ocean
82ec77fffffffff,land
82af2ffffffffff,ocean
824447fffffffff,coast
82d9a7fffffffff,ocean
823d4ffffffffff,land
82e45ffffffffff,ocean
82402ffffffffff,land
827d57fffffffff,ocean
829d5ffffffffff,land
826017fffffffff,coast
823ef7fffffffff,land
821a4ffffffffff,ocean
821b9ffffffffff,coast
8283affffffffff,land
82eda7fffffffff,ocean
82bb27fffffffff,ocean
82490ffffffffff,ocean
82e6cffffffffff,ocean
8208dffffffffff,land
82bd97fffffffff,ocean
823b47fffffffff,ocean
82c627fffffffff,ocean
82dcb7fffffffff,ocean
82bceffffffffff,land
82312ffffffffff,land
825e97fffffffff,ocean
824867fffffffff,ocean
820467fffffffff,coast
82535ffffffffff,land
827c6ffffffffff,ocean
8282f7fffffffff,coast
82d297fffffffff,ocean
827e37fffffffff,ocean
82865ffffffffff,ocean
8297b7fffffffff,coast
8238dffffffffff,land
82996ffffffffff,ocean
82ec27fffffffff,coast
82e107fffffffff,ocean
824b27fffffffff,ocean
824157fffffffff,coast
826207fffffffff,ocean
8232e7fffffffff,ocean
825e0ffffffffff,ocean
825cd7fffffffff,ocean
82d727fffffffff,ocean
822427fffffffff,land
82b2c7fffffffff,coast
82141ffffffffff,land
824537fffffffff,coast
8230c7fffffffff,coast
82cd1ffffffffff,ocean
82cd67fffffffff,ocean
822167fffffffff,land
827f2ffffffffff,ocean
82b28ffffffffff,ocean
82b057fffffffff,ocean
821e5ffffffffff,coast
82d35ffffffffff,ocean
822ea7fffffffff,coast
8227a7fffffffff,land
82e567fffffffff,land
824e1ffffffffff,ocean
824e47fffffffff,ocean
82125ffffffffff,land
82869ffffffffff,ocean
828a2ffffffffff,land
827a2ffffffffff,coast
82a457fffffffff,ocean
821aa7fffffffff,coast
821517fffffffff,land
826327fffffffff,coast
82e4c7fffffffff,ocean
828d07fffffffff,ocean
82c957fffffffff,ocean
829997fffffffff,ocean
82ae9ffffffffff,ocean
828707fffffffff,ocean
82726ffffffffff,ocean
826d37fffffffff,coast
82c657fffffffff,ocean
82b187fffffffff,ocean
82d04ffffffffff,ocean
82aa4ffffffffff,ocean
826b4ffffffffff,land
826e4ffffffffff,ocean
823937fffffffff,coast
825967fffffffff,land
82b277fffffffff,land
821867fffffffff,coast
82dd8ffffffffff,ocean
82aea7fffffffff,ocean
823d6ffffffffff,land
829ea7fffffffff,ocean
828fa7fffffffff,coast
823f6ffffffffff,coast
82ba1ffffffffff,coast
827f07fffffffff,ocean
827797fffffffff,coast
82beaffffffffff,coast
826a57fffffffff,land
82e697fffffffff,ocean
82c2f7fffffffff,coast
821057fffffffff,land
82485ffffffffff,coast
82b197fffffffff,ocean
82371ffffffffff,ocean
8258c7fffffffff,land
824c17fffffffff,ocean
82a047fffffffff,ocean
822d87fffffffff,land
826747fffffffff,coast
82f2f7fffffffff,land
82e71ffffffffff,ocean
82ac67fffffffff,ocean
82c8a7fffffffff,ocean
82aa5ffffffffff,ocean
821ec7fffffffff,coast
82559ffffffffff,ocean
822c5ffffffffff,coast
823107fffffffff,land
82c48ffffffffff,ocean
8212e7fffffffff,land
82c787fffffffff,ocean
82f007fffffffff,land
822a87fffffffff,land
823387fffffffff,coast
825837fffffffff,land
823637fffffffff,ocean
828c47fffffffff,ocean
829507fffffffff,coast
82b947fffffffff,ocean
820cf7fffffffff,coast
82946ffffffffff,coast
82d39ffffffffff,ocean
82df8ffffffffff,ocean
823f47fffffffff,coast
824507fffffffff,coast
822847fffffffff,ocean
827d47fffffffff,ocean
825ef7fffffffff,ocean
824d17fffffffff,ocean
82eb37fffffffff,ocean
822197fffffffff,land
82ea1ffffffffff,ocean
822717fffffffff,land
82ee37fffffffff,coast
825e9ffffffffff,ocean
82a2c7fffffffff,ocean
820737fffffffff,ocean
824b9ffffffffff,ocean
82195ffffffffff,coast
82b597fffffffff,ocean
82848ffffffffff,ocean
826a47fffffffff,land
82106ffffffffff,coast
82114ffffffffff,coast
82e357fffffffff,ocean
82516ffffffffff,ocean
82276ffffffffff,land
82ee0ffffffffff,ocean
829c9ffffffffff,coast
820547fffffffff,ocean
82e00ffffffffff,ocean
82a8e7fffffffff,land
827e8ffffffffff,ocean
82234ffffffffff,coast
823927fffffffff,coast
82bd07fffffffff,ocean
82a4a7fffffffff,ocean
82f067fffffffff,land
82d14ffffffffff,ocean
82b5affffffffff,ocean
82135ffffffffff,land
82c507fffffffff,ocean
82470ffffffffff,ocean
829687fffffffff,land
8274effffffffff,ocean
82880ffffffffff,ocean
823b77fffffffff,ocean
82014ffffffffff,ocean
827ba7fffffffff,ocean
8244cffffffffff,land
82aedffffffffff,ocean
82a72ffffffffff,ocean
8272d7fffffffff,coast
82e28ffffffffff,ocean
8250c7fffffffff,ocean
820d87fffffffff,coast
821587fffffffff,land
82d11ffffffffff,ocean
8209affffffffff,coast
82ba9ffffffffff,ocean
828caffffffffff,coast
82715ffffffffff,ocean
82ef5ffffffffff,coast
82016ffffffffff,ocean
82ce1ffffffffff,ocean
827017fffffffff,ocean
82035ffffffffff,coast
825487fffffffff,ocean
826edffffffffff,ocean
820807fffffffff,coast
82e907fffffffff,ocean
82568ffffffffff,ocean
824ef7fffffffff,ocean
82d79ffffffffff,ocean
8288d7fffffffff,ocean
8232f7fffffffff,ocean
827147fffffffff,ocean
82da47fffffffff,ocean
820087fffffffff,coast
82e6c7fffffffff,ocean
8259affffffffff,land
8236b7fffffffff,ocean
82d12ffffffffff,ocean
820277fffffffff,coast
828d6ffffffffff,ocean
82c4a7fffffffff,ocean
82465ffffffffff,ocean
826557fffffffff,coast
82ec8ffffffffff,coast
820e67fffffffff,land
82429ffffffffff,ocean
8242affffffffff,ocean
822edffffffffff,land
82ab9ffffffffff,ocean
82a617fffffffff,coast
82868ffffffffff,ocean
82d767fffffffff,ocean
82a107fffffffff,ocean
825d17fffffffff,coast
829e5ffffffffff,ocean
82e707fffffffff,coast
82032ffffffffff,ocean
82e31ffffffffff,ocean
826ceffffffffff,ocean
82f34ffffffffff,ocean
829d97fffffffff,coast
822acffffffffff,ocean
827027fffffffff,ocean
82384ffffffffff,coast
827f17fffffffff,ocean
825f8ffffffffff,ocean
825fb7fffffffff,ocean
82e237fffffffff,ocean
828a9ffffffffff,land
826c87fffffffff,ocean
822b9ffffffffff,land
82598ffffffffff,land
820b9ffffffffff,land
8238a7fffffffff,land
82976ffffffffff,land
8208f7fffffffff,coast
82af5ffffffffff,ocean
82dc87fffffffff,ocean
82938ffffffffff,ocean
82442ffffffffff,ocean
82e4d7fffffffff,ocean
8264a7fffffffff,land
828b6ffffffffff,land
8243a7fffffffff,coast
82a577fffffffff,ocean
82cf5ffffffffff,ocean
82ed8ffffffffff,ocean
821a77fffffffff,ocean
82606ffffffffff,ocean
828eb7fffffffff,ocean
82082ffffffffff,coast
828337fffffffff,land
82b657fffffffff,ocean
