dataset_id,Data providers,Total Occurrences,PrivateFlag,PercProvPRIVATE,PercProvPUBLIC,PercProvUNKNOWNPUBLIC,PercProvOUTLIER,WeightedPercOccurrencesPrivate
f7daa4f5-9adf-418c-bdf9-a502fa3e34a7,"['Duke University', 'Happywhale']",43,False,0.0,100.0,0.0,0.0,0.0
a09d8958-bce0-408c-b031-109e43b8bed0,"['Duke University', 'Happywhale']",31,False,0.0,100.0,0.0,0.0,0.0
f070f89a-2688-4c00-a5a4-8d997277c791,"['Duke University', 'Happywhale']",168,False,0.0,100.0,0.0,0.0,0.0
b9ab151f-044a-4942-bacf-5e012a870884,"['Duke University', 'Happywhale']",60,False,0.0,100.0,0.0,0.0,0.0
cd94ac49-d8f6-4a50-a3ea-82dd8183c154,"['Duke University', 'Happywhale']",978,False,0.0,100.0,0.0,0.0,0.0
1d21c746-bd67-4f5f-9306-ada3f4d85f04,"['Duke University', 'Happywhale']",38,False,0.0,100.0,0.0,0.0,0.0
85ced676-54ec-449b-8a23-80b926f34b7f,"['Duke University', 'Happywhale']",27,False,0.0,100.0,0.0,0.0,0.0
832f6885-22c2-446f-804e-eeb53dc6dd1e,"['Duke University', 'Happywhale']",15,False,0.0,100.0,0.0,0.0,0.0
dbc6f16b-6255-4bf0-9d49-c4b061c59f3b,"['Duke University', 'Happywhale']",5,False,0.0,100.0,0.0,0.0,0.0
0af86daa-cc5a-4215-b193-f11a8d0320c2,"['Duke University', 'Happywhale']",16,False,0.0,100.0,0.0,0.0,0.0
4a2ab520-d3b2-4907-bac8-baf228b88306,"['Duke University', 'Happywhale']",12,False,0.0,100.0,0.0,0.0,0.0
675bd2af-d797-467f-8fac-25f1b8e3b233,"['Duke University', 'Happywhale']",5,False,0.0,100.0,0.0,0.0,0.0
b1c2c519-8276-4a89-99c4-24e18e6feb55,"['Duke University', 'Happywhale']",98,False,0.0,100.0,0.0,0.0,0.0
a279b1c2-44c7-426e-8295-55effa2b9a37,"['Duke University', 'Happywhale']",153,False,0.0,100.0,0.0,0.0,0.0
6241a7ff-4504-4b98-b64d-ea7b9b5f4f5a,"['Duke University', 'Happywhale']",51,False,0.0,100.0,0.0,0.0,0.0
8f066bc7-f4d3-4b40-a0a4-4dfabfaa2585,"['Duke University', 'Happywhale']",18,False,0.0,100.0,0.0,0.0,0.0
60f8c854-017a-45c9-81f9-8c8cc95ad116,"['Duke University', 'Happywhale']",14,False,0.0,100.0,0.0,0.0,0.0
a055ea7b-0d72-43e7-96ce-9528c098c02c,"['Duke University', 'Happywhale']",1,False,0.0,100.0,0.0,0.0,0.0
af34bdc9-97ec-4641-9edb-3ec987343722,"['Duke University', 'Happywhale']",4,False,0.0,100.0,0.0,0.0,0.0
41d36254-cdd2-4e1f-a847-2ec6c8201993,"['Duke University', 'Happywhale']",4,False,0.0,100.0,0.0,0.0,0.0
2aaac719-7589-4ae3-b82c-240b4628602c,"['Duke University', 'Happywhale']",5,False,0.0,100.0,0.0,0.0,0.0
15c4b1e8-df15-41b5-b232-ccc8d6186099,"['Duke University', 'Happywhale']",5,False,0.0,100.0,0.0,0.0,0.0
05829a6e-7b1a-4620-a893-0cac55a66702,"['Duke University', 'Happywhale']",20,False,0.0,100.0,0.0,0.0,0.0
58925f8d-4f01-4aa0-80d3-a54710340f93,"['Duke University', 'Happywhale']",4,False,0.0,100.0,0.0,0.0,0.0
e27fe9b5-a6f4-48da-86ec-86b4bc171201,"['Duke University', 'Happywhale']",1,False,0.0,100.0,0.0,0.0,0.0
1def293d-1913-4aa7-867d-854de83c3a97,"['Duke University', 'Happywhale']",9,False,0.0,100.0,0.0,0.0,0.0
8186bdaf-4ba2-4d2a-957a-38b8ddad867d,"['Duke University', 'Happywhale']",4,False,0.0,100.0,0.0,0.0,0.0
dc4fe74c-cb85-48e9-a1d8-ff5a39737e40,"['Duke University', 'Happywhale']",7,False,0.0,100.0,0.0,0.0,0.0
e2c27399-3358-499d-992d-059de9f4569c,"['Duke University', 'Happywhale']",8,False,0.0,100.0,0.0,0.0,0.0
4b05ff94-218b-4720-8bbf-fdc4f6301ef5,"['Duke University', 'Happywhale']",17,False,0.0,100.0,0.0,0.0,0.0
093e83be-3532-4352-a18f-d56aebc1602a,"['Duke University', 'Happywhale']",82,False,0.0,100.0,0.0,0.0,0.0
e91bc088-64c7-4205-990c-525684d9d9d7,"['Duke University', 'Happywhale']",15,False,0.0,100.0,0.0,0.0,0.0
026d9e46-1734-44b3-84da-9048df73b4f6,"['Duke University', 'Happywhale']",8,False,0.0,100.0,0.0,0.0,0.0
b6045d77-2f80-4eb4-9bb9-95eb785d584a,"['Duke University', 'Happywhale']",3,False,0.0,100.0,0.0,0.0,0.0
dab091dc-30ad-4eeb-b5c4-9cc5515f07cf,"['Duke University', 'Happywhale']",6,False,0.0,100.0,0.0,0.0,0.0
cc615d6e-d29f-4fd7-8780-971b318b1a81,"['Duke University', 'Happywhale']",7,False,0.0,100.0,0.0,0.0,0.0
2fe54fe3-0b93-4023-85c9-5f215294c9f1,"['Duke University', 'Happywhale']",11,False,0.0,100.0,0.0,0.0,0.0
089702a8-4b25-4a3b-924a-08f3373726a8,"['Duke University', 'Happywhale']",1,False,0.0,100.0,0.0,0.0,0.0
8c35c13c-174b-4d86-a050-d714a99a7009,"['Duke University', 'Happywhale']",7,False,0.0,100.0,0.0,0.0,0.0
45ace68f-cb1a-49b5-8ac8-33edd19b46cf,"['Duke University', 'Happywhale']",3,False,0.0,100.0,0.0,0.0,0.0
4fc9bf50-f46c-4b50-a95e-1f5bb7d38cb1,"['Duke University', 'Happywhale']",5,False,0.0,100.0,0.0,0.0,0.0
be131a0d-a04f-4b88-a351-faf47a6cba07,"['Duke University', 'Happywhale']",7,False,0.0,100.0,0.0,0.0,0.0
8a142215-16a0-4d1c-af6c-1d0cc2c1d996,"['Duke University', 'Happywhale']",4,False,0.0,100.0,0.0,0.0,0.0
f3ca5aff-aed4-48d2-8ed0-c46de9e766c1,"['Duke University', 'Happywhale']",13,False,0.0,100.0,0.0,0.0,0.0
160d5105-5357-4d2b-ba69-e8e3e0d5d626,"['Duke University', 'Happywhale']",12,False,0.0,100.0,0.0,0.0,0.0
d04d8315-ef50-42e5-9631-a5baa483762c,"['Duke University', 'Happywhale']",3,False,0.0,100.0,0.0,0.0,0.0
de711382-3e45-4ffd-8ff8-e61f6252418b,"['Duke University', 'Happywhale']",12,False,0.0,100.0,0.0,0.0,0.0
937706ac-33fc-4ec2-862e-76b5838adb41,"['Duke University', 'Happywhale']",10,False,0.0,100.0,0.0,0.0,0.0
dc2a78ea-c815-40e5-a06d-983c36ba13ea,"['Duke University', 'Happywhale']",7,False,0.0,100.0,0.0,0.0,0.0
0a7878bd-6b37-4846-a402-5c1ffc6495fa,"['Duke University', 'Happywhale']",10,False,0.0,100.0,0.0,0.0,0.0
d8be35cc-4b8f-4143-b754-ed6ae2edd6b4,"['Duke University', 'Happywhale']",8,False,0.0,100.0,0.0,0.0,0.0
7134d0db-1e2e-4fce-bbef-67a5cfd8d9b4,"['Duke University', 'Happywhale']",3,False,0.0,100.0,0.0,0.0,0.0
950fb702-89b6-4027-b3f5-fe432098c8bf,"['Duke University', 'Happywhale']",16,False,0.0,100.0,0.0,0.0,0.0
a820ef44-6bba-4b52-a1d1-dc7547adf338,"['Duke University', 'Happywhale']",29,False,0.0,100.0,0.0,0.0,0.0
